level,category,ex_top,kanji,ex_bottom,yomi
pre_two,yomi,問題が,紛糾,するばかりだ。,ふんきゅう
pre_two,yomi,,虜囚,を解放する。,りょしゅう
pre_two,yomi,地方の支店へ,左遷,された。,させん
pre_two,yomi,容疑者の逃走により,捜査,はより難航した。,そうさ
pre_two,yomi,,詔勅,を伝達する。,しょうちょく
pre_two,yomi,裁判官の,罷免,を要求する。,ひめん
pre_two,yomi,,官僚,として活躍する。,かんりょう
pre_two,yomi,周囲との,融和,をはかる。,ゆうわ
pre_two,yomi,,繭糸,のほぐれた状態だ。,けんし
pre_two,yomi,彼は,殊勲,選手に選ばれた。,しゅくん
pre_two,yomi,,擬似,的な役割を果たせる。,ぎじ
pre_two,yomi,,昆布,が大好物だ。,こんぶ
pre_two,yomi,,仙境,に足を踏み入れる。,せんきょう
pre_two,yomi,,妥当,性を検証する。,だとう
pre_two,yomi,敵に,密偵,を送り込む。,みってい
pre_two,yomi,,土塀,を築く。,どべい
pre_two,yomi,,摩耗,が激しい。,まもう
pre_two,yomi,,媒酌,人を務める。,ばいしゃく
pre_two,yomi,彼女を,諭す,ような眼差しを送った。,さとす
pre_two,yomi,彼の映画は,駄作,だと批評された。,ださく
pre_two,yomi,多少のミスは,寛容,する。,かんよう
pre_two,yomi,,斎場,で働いている。,さいじょう
pre_two,yomi,集中するために,耳栓,をする。,みみせん
pre_two,yomi,,水槽,には熱帯魚が十匹いる。,すいそう
pre_two,yomi,,料亭,で食事をとる。,りょうてい
pre_two,yomi,外食の,頻度,が多い。,ひんど
pre_two,yomi,募金集めに,奔走,する。,ほんそう
pre_two,yomi,水分を,補充,する。,ほじゅう
pre_two,yomi,,鈴,の音が聞こえる。,すず
pre_two,yomi,,偽善者,は善人のまねをする。,ぎぜんしゃ
pre_two,yomi,空き,缶,を拾う。,かん
pre_two,yomi,,珠玉,で装飾した服。,しゅぎょく
pre_two,yomi,合成,繊維,はなかなかすり切れない。,せんい
pre_two,yomi,粘土は,可塑,性を持つ。,かそ
pre_two,yomi,,哀悼,の意を表します。,あいとう
pre_two,yomi,優れた,洞察力,を持っている。,どうさつりょく
pre_two,yomi,罰として,減俸,する。,げんぽう
pre_two,yomi,靴を,履いて,出掛ける。,はいて
pre_two,yomi,記念品を,進呈,します。,しんてい
pre_two,yomi,,棋譜,をみてこまを並べる。,きふ
pre_two,yomi,あの監督は数々の,傑作,を残している。,けっさく
pre_two,yomi,,報奨,金がもらえる。,ほうしょう
pre_two,yomi,,硝石,はみつからなかった。,しょうせき
pre_two,yomi,彼はまったくの,音痴,だ。,おんち
pre_two,yomi,さらに大きな,別邸,を構える。,べってい
pre_two,yomi,銀貨が,造幣,された。,ぞうへい
pre_two,yomi,,塁審,の判断と異なる。,るいしん
pre_two,yomi,三人で済むには,窮屈,な家だ。,きゅうくつ
pre_two,yomi,,適宜,対応してください。,てきぎ
pre_two,yomi,争いの,渦,に巻き込まれる。,うず
pre_two,yomi,,渓流,下りをする。,けいりゅう
pre_two,yomi,,庶務,を担当している。,しょむ
pre_two,yomi,大手食品会社による,不祥事,。,ふしょうじ
pre_two,yomi,天気がいいので,洗濯,物がすぐ乾く。,せんたく
pre_two,yomi,生産率を,逓増,する。,ていぞう
pre_two,yomi,,舶来,品より国産品にこだわる。,はくらい
pre_two,yomi,寺の建て替えのために,浄財,を募る。,じょうざい
pre_two,yomi,これに,懲りた,ら二度としないことだな。,こりた
pre_two,yomi,,来賓,席に座る。,らいひん
pre_two,yomi,相手を,懐柔,するのに慣れている。,かいじゅう
pre_two,yomi,,慶弔,行事に用いられる。,けいちょう
pre_two,yomi,,貞淑,な女性だ。,ていしゅく
pre_two,yomi,,不肖,ながら精一杯務めさせていただきます。,ふしょう
pre_two,yomi,オルガンが鳴り、,荘重,な曲が流れ始めた。,そうちょう
pre_two,yomi,,法廷,で証言する。,ほうてい
pre_two,yomi,,屯田兵,に志願する。,とんでんへい
pre_two,yomi,,唯美,主義の立場に立つ。,ゆいび
pre_two,yomi,強敵に,挑む,。,いどむ
pre_two,yomi,彼女は,悠然,と構えていた。,ゆうぜん
pre_two,yomi,騒ぐ生徒を,一喝,して黙らせた。,いっかつ
pre_two,yomi,,洪積,層を形成する。,こうせき
pre_two,yomi,実に,高尚,な趣味をお持ちですね。,こうしょう
pre_two,yomi,国会開設の,詔勅,が出された。,しょうちょく
pre_two,yomi,海の,藻くず,となった。,もくず
pre_two,yomi,先ほどの発言は,撤回,します。,てっかい
pre_two,yomi,友人の,扶助,を受けるのは嫌だ。,ふじょ
pre_two,yomi,,富裕層,に人気の商品だ。,ふゆうそう
pre_two,yomi,,煩雑,な操作は不要だ。,はんざつ
three,yomi,,欧米,への旅行が楽しみだ。,おうべい
three,yomi,与えられた任務を,遂行,する。,すいこう
three,yomi,,郊外,での生活にあこがれ家を建てる。,こうがい
three,yomi,スポーツの発展と健康の,促進,を願う。,そくしん
three,yomi,毎日の,鍛錬,の成果が出る。,たんれん
three,yomi,日本各地を転々と,放浪,する。,ほうろう
three,yomi,,犠牲,になるのは御免だ。,ぎせい
three,yomi,海外のチームへの,移籍,が決定した。,いせき
three,yomi,７世紀のものと見られる,古墳,が発見された。,こふん
three,yomi,経済の,衰退,が社会に及ぼす影響は多大である。,すいたい
three,yomi,学校の,花壇,に種を植える。,かだん
three,yomi,商品の,模倣,品・海賊版は重大な社会問題である。,もほう
three,yomi,条例の取り止めを,請願,する。,せいがん
three,yomi,大手企業の提携は競争を,阻害,しかねない。,そがい
three,yomi,現行犯で,逮捕,される。,たいほ
three,yomi,乳児の食事は食材を小さくして,窒息,事故を防ぐ配慮が必要である。,ちっそく
three,yomi,数種類の,塗料,を混ぜ合わせて壁に色を塗る。,とりょう
three,yomi,,陶芸,品の展示会が開かれる。,とうげい
three,yomi,,殺伐,とした空気に包まれる。,さつばつ
three,yomi,国内での自給率を高めるため外国製品を,排斥,した。,はいせき
three,yomi,昔から多くの人に,娯楽,として親しまれてきた。,ごらく
three,yomi,トラブルが発生したため、,顧問,の弁護士に相談する。,こもん
three,yomi,自分の信念を,貫,く決意をする。,つらぬ
three,yomi,,喫煙,は健康に悪影響を及ぼす。,きつえん
three,yomi,小学校の周辺で,不審,な人物が目撃される。,ふしん
three,yomi,悪条件の中で試合を,敢行,した。,かんこう
three,yomi,突然の出来事に,挙措,を失う。,きょそ
three,yomi,成長ホルモンの,分泌,を高める,ぶんぴつ
three,yomi,世界各国から,蛮行,と批難されている。,ばんこう
three,yomi,東京から,赴任,してきた新しい先生だ。,ふにん
three,yomi,テレビ番組の商品プレゼントに,応募,した。,おうぼ
three,yomi,海外の有名書籍の,翻訳,版が発売された。,ほんやく
three,yomi,先代からの教えを,墨守,している。,ぼくしゅ
three,yomi,このような貴重な品は,滅多,に見れない。,めった
three,yomi,厳しい言葉に,憂色,を隠せずにいた。,ゆうしょく
three,yomi,巡回は犯罪を,抑止,する効果がある。,よくし
three,yomi,警備員の,誘導,に従い右折する。,ゆうどう
three,yomi,国家の,隆盛,に力を注ぐ。,りゅうせい
three,yomi,田舎町で,零細,企業を営む。,れいさい
three,yomi,与えられた任務に,精励,する。,せいれい
three,yomi,,覆水,盆に返らず。,ふくすい
three,yomi,ミシンで服を,縫製,する。,ほうせい
three,yomi,,共謀,して罪を犯す。,きょうぼう
three,yomi,費用を皆で,折半,した。,せっぱん
three,yomi,,濫伐,は自然保護に反する。,らんばつ
three,yomi,ご,随意,にお休みください。,ずいい
three,yomi,,擦過傷,の治療をする。,さっかしょう
three,yomi,そんなやり方は,邪道,だ。,じゃどう
three,yomi,給料日まで,辛抱,する。,しんぼう
three,yomi,優勝杯の,争奪,戦が行われた。,そうだつ
three,yomi,,画壇,展で入選する。,がだん
three,yomi,資金が,欠乏,する。,けつぼう
three,yomi,日本企業の,誘致,に積極的だ。,ゆうち
three,yomi,空港の,免税,店で買い物をする。,めんぜい
three,yomi,事態を,憂慮,する。,ゆうりょ
three,yomi,わなを仕掛けて,狩猟,する。,しゅりょう
three,yomi,本立てに,撮要,本が並ぶ。,さつよう
three,yomi,身柄が,拘束,される。,こうそく
three,yomi,現在は,坑道,に立ち入ることができない。,こうどう
three,yomi,深海の,掘削,計画が進められる。,くっさく
three,yomi,,繁華街,にある百貨店に出かける。,はんかがい
three,yomi,相手の,虚,につけこむ。,きょ
three,yomi,旅の途中で,少憩,する。,しょうけい
three,yomi,,勤倹,に励む。,きんけん
three,yomi,大豆を,発酵,させる。,はっこう
three,yomi,理性と本能が,相克,する,そうこく
three,yomi,大会を,主催,する。,しゅさい
three,yomi,日本の夏は高温,多湿,だ。,たしつ
three,yomi,,掃討,作戦を実行する。,そうとう
three,yomi,今度こそ,雪辱,を果たす。,せつじょく
three,yomi,,紫紺,の旗を掲げる。,しこん
three,yomi,野菜を塩水に,浸す,。,ひたす
three,yomi,光と影が,交錯,する。,こうさく
three,yomi,他の機関と,連携,する。,れんけい
three,yomi,スタッフを,随時,募集しています。,ずいじ
three,yomi,業務の,概要,を説明する。,がいよう
three,yomi,,吉報,を待つ。,きっぽう
three,yomi,革で,装丁,された本。,そうてい
three,yomi,,炉端,に座り話をする。,ろばた
three,yomi,大雨の影響で建物が,埋没,した。,まいぼつ
three,yomi,,昇給,の査定を行う。,しょうきゅう
three,yomi,政権を,掌握,する。,しょうあく
three,yomi,,暖房,が効かない。,だんぼう
three,yomi,,辱知,の間柄。,じょくち
three,yomi,遠征を,敢行,する。,かんこう
three,yomi,,粗大,ゴミを処分する。,そだい
three,yomi,,食糧,を確保する。,しょくりょう
three,yomi,名刺を,交換,する。,こうかん
three,yomi,勢力を,伸張,する。,しんちょう
three,yomi,,丘陵,を歩く。,きゅうりょう
three,yomi,君は,賢い,子どもだな。,かしこい
three,yomi,,巧み,な話術でその気にさせる。,たくみ
three,yomi,なんと,卸値,で買うことができた。,おろしね
three,yomi,,穏便,に済ませたい。,おんびん
three,yomi,,既成,の概念にとらわれない。,きせい
three,yomi,その事件が,契機,となり復活した。,けいき
three,yomi,従業員に注意,喚起,をする。,かんき
three,yomi,,捕鯨,が問題視されている。,ほげい
three,yomi,完ぺきな,軌道,を描く。,きどう
three,yomi,今の会社よりも,待遇,が良い。,たいぐう
three,yomi,このままでは,餓死,してしまう。,がし
three,yomi,彼は,哀れ,な身だ。,あわれ
three,yomi,有名な詩人の歌を,朗詠,する。,ろうえい
three,yomi,いよいよ,覚悟,を決める時だ。,かくご
three,yomi,このチームにとって,脅威,となる存在だ。,きょうい
three,yomi,,求刑,通りの判決となった。,きゅうけい
three,yomi,図書館で本を,閲覧,する。,えつらん
three,yomi,,悔恨,の念に駆られた。,かいこん
three,yomi,,岳父,と親しくなる。,がくふ
three,yomi,,一騎打ち,を申し込む。,いっきうち
three,yomi,物語が,佳境,に入った。,かきょう
three,yomi,幼い時から,棋士,を目指す。,きし
three,yomi,規制が,緩和,される。,かんわ
three,yomi,人生の,岐路,に立たされる。,きろ
three,yomi,知り合いと,偶然,出会った。,ぐうぜん
three,yomi,蒸気が,凝縮,して水となった。,ぎょうしゅく
three,yomi,チーム内でも,孤立,している。,こりつ
three,yomi,,該博,な知識に敬服する。,がいはく
three,yomi,会議は,緊迫,した状態だ。,きんぱく
three,yomi,夏は,怪談,で盛り上がろう。,かいだん
three,yomi,,弧,を描いている。,こ
three,yomi,,菊,の花が咲いている。,きく
three,yomi,,潤滑,剤を使おう。,じゅんかつ
three,yomi,ここで間違えないことが,肝心,だ。,かんじん
three,yomi,自分の,企画,が採用された。,きかく
three,yomi,落ち込んだ彼を,慰める,。,なぐさめる
three,yomi,いよいよ,収穫,だ。,しゅうかく
three,yomi,どちらも,甲乙,つけがたい。,こうおつ
three,yomi,美人な,花嫁,だ。,はなよめ
three,yomi,険しい,峡谷,に住む民族だ。,きょうこく
three,yomi,何者かに,殴られ,た。,なぐられ
three,yomi,黒い,塊,が落ちている。,かたまり
three,yomi,女の,勘,は鋭い。,かん
three,yomi,大体の,輪郭,を描く。,りんかく
three,yomi,,炎,が舞い上がっている。,ほのお
three,yomi,初めての,栄冠,に輝いた。,えいかん
three,yomi,彼を,雇って,やってくれ。,やとって
three,yomi,,幻,となって消えてしまった。,まぼろし
three,yomi,とても,感慨,深いです。,かんがい
three,yomi,権利を,放棄,する。,ほうき
three,yomi,彼女は,ご満悦,のようだ。,ごまんえつ
three,yomi,牛肉,一斤,を食べてしまう。,いっきん
three,yomi,,鶏,を育てている。,にわとり
three,yomi,,残虐,な行為はしてはいけない。,ざんぎゃく
three,yomi,彼らは,祝宴,を催した。,しゅくえん
three,yomi,トンネルが,貫通,した。,かんつう
three,yomi,学校の友達が,忌引き,していた。,きびき
three,yomi,,鼻孔,用のマスクだ。,びこう
three,yomi,周囲の皆を,欺く,行動だった。,あざむく
three,yomi,,架空,の登場人物を作り上げる。,かくう
three,yomi,それが自然の,摂理,です。,せつり
three,yomi,筆の,穂先,がすり切れた。,ほさき
three,yomi,実力に大きな,隔たり,がある。,へだたり
three,yomi,お寺の,鐘,を鳴らす。,かね
three,yomi,この道は,徐行,してください。,じょこう
three,yomi,,冗談,もほどほどにしてください。,じょうだん
three,yomi,プロレスラーからあふれる,闘魂,がすさまじい。,とうこん
three,yomi,蚕は,桑,の葉を食べる。,くわ
three,yomi,,地獄,のような苦しみから解放された。,じごく
three,yomi,,慈善,事業に参加する。,じぜん
three,yomi,自己,陶酔,している場合ではない。,とうすい
three,yomi,日本は,長寿,で有名な国だ。,ちょうじゅ
three,yomi,古い建物の,礎石,を利用している。,そせき
three,yomi,多額の,負債,が生じてしまった。,ふさい
three,yomi,荒れ地を,開墾,する。,かいこん
three,yomi,自転車で,疾走,する。,しっそう
three,yomi,船を,数隻,見つけた。,すうせき
three,yomi,この場所での飲食は,控えて,いただきたい。,ひかえて
three,yomi,この技は君の努力の,結晶,だ。,けっしょう
three,yomi,美しいお,嬢,さんですね。,じょう
three,yomi,,福祉,事業を展開する。,ふくし
three,yomi,もう,容赦,しません。,ようしゃ
three,yomi,業界が,慌ただしく,動いている。,あわただしく
three,yomi,これ以上は,譲歩,できません。,じょうほ
three,yomi,敵が,突如,として現れた。,とつじょ
three,yomi,これは新聞記事の,抜粋,です。,ばっすい
three,yomi,,双眼鏡,で空を見渡す。,そうがんきょう
three,yomi,この,施設,で働いている。,しせつ
three,yomi,敵地に,潜入,する。,せんにゅう
three,yomi,あの人が私の,師匠,です。,ししょう
three,yomi,船が,浅瀬,に乗り上げた。,あさせ
three,yomi,彼は,特殊,な趣味を持っている。,とくしゅ
three,yomi,なんとも,哀切,を極めた物語だ。,あいせつ
three,yomi,日本にはかつて,侍,がいた。,さむらい
three,yomi,法令を,遵守,します。,じゅんしゅ
three,yomi,このタオル、,絞って,きて。,しぼって
three,yomi,目の前で車同士が,衝突,した。,しょうとつ
three,yomi,これこそが彼の,神髄,だ。,しんずい
three,yomi,政府の,諮問,機関に属する。,しもん
three,yomi,学校や企業の,委嘱,を受ける。,いしょく
three,yomi,あの娘は良い,婿,を取った。,むこ
three,yomi,果物のジュースを,搾る,。,しぼる
three,yomi,,綱渡り,ができない。,つなわたり
three,yomi,ビタミンの,錠剤,を飲む。,じょうざい
three,yomi,最後は,雑炊,にして食べよう。,ぞうすい
three,yomi,あくまで,暫定,的な政策だ。,ざんてい
three,yomi,目の,焦点,が合っていない。,しょうてん
three,yomi,今の,基軸,通貨は米ドルだ。,きじく
three,yomi,服のほころびを,繕う,。,つくろう
three,yomi,,潤沢,な資金を持つ。,じゅんたく
three,yomi,親族の,葬儀,に出席する。,そうぎ
three,yomi,,大胆,なやり方だ。,だいたん
three,yomi,飛行機の,墜落,事故が起きた。,ついらく
three,yomi,彼は,哲学,を専攻している。,てつがく
three,yomi,地面が,凍結,している。,とうけつ
three,yomi,,天然痘,に感染する。,てんねんとう
three,yomi,,穏やか,な話し合いではなかった。,おだやか
three,yomi,,金塊,を探しにいこう。,きんかい
three,yomi,髪に,潤い,を与える。,うるおい
three,yomi,彼が,訪欧,した際に仲良くなった。,ほうおう
three,yomi,無人島で,遭難,してしまった。,そうなん
three,yomi,彼は,屈託,のない笑顔を見せた。,くったく
three,yomi,,幼稚,な考えだ。,ようち
three,yomi,,畜産,業を学ぶ。,ちくさん
three,yomi,,帝国,の滅亡の時だ。,ていこく
three,yomi,あの本の,改訂,版が登場した。,かいてい
three,yomi,神社で,肝試し,しようよ。,きもだめし
three,yomi,もう無理だと,悟った,。,さとった
three,yomi,,侍従,の長を務める。,じじゅう
three,yomi,手に負えない,餓鬼,だ。,がき
three,yomi,虫に対して,忌避,効果がある。,きひ
three,yomi,現代でもある国では,海賊,による被害が出ている。,かいぞく
three,yomi,友好条約を,締結,する。,ていけつ
three,yomi,多くの,聴衆,の前で演じる。,ちょうしゅう
three,yomi,私は彼に休みを取るように,促す,。,うながす
three,yomi,,胎児,を取り出す。,たいじ
three,yomi,日頃から,鍛えて,います。,きたえて
three,yomi,寒冷前線が,停滞,している。,ていたい
three,yomi,コインを,鋳造,する。,ちゅうぞう
three,yomi,お米を,炊いて,おいてください。,たいて
three,yomi,この度の件について深く,陳謝,します。,ちんしゃ
three,yomi,,闘鶏,もなかなかの迫力だ。,とうけい
three,yomi,,足袋,をはいてください。,たび
three,yomi,一日中,常駐,している。,じょうちゅう
three,yomi,この喜びを詩に,詠ずる,。,えいずる
three,yomi,,愛憎,の念が入り混じっている。,あいぞう
three,yomi,,匿名,でお願いします。,とくめい
three,yomi,,下請け,業者に任せる。,したうけ
three,yomi,重要な,選択,を迫られる。,せんたく
three,yomi,決勝戦で負けると余計に,悔しい,。,くやしい
three,yomi,,既,に決着はついている。,すで
three,yomi,,彫金,を本職とする。,ちょうきん
three,yomi,結果からデータを,抽出,する。,ちゅうしゅつ
three,yomi,俗世を,超越,している。,ちょうえつ
three,yomi,,賢明,な判断だ。,けんめい
three,yomi,相手は,承諾,してくれたよ。,しょうだく
three,yomi,,勘違い,しないでください。,かんちがい
three,yomi,,北斗,七星がよく見える。,ほくと
three,yomi,彼の,怠慢,が全ての原因だ。,たいまん
three,yomi,近所の風景を,撮る,。,とる
three,yomi,,密封,された容器に入っている。,みっぷう
three,yomi,ここを進めば,滝,が見えてくる。,たき
three,yomi,彼の,同胞,の多くがその戦争で亡くなった。,どうほう
three,yomi,彼の母親が,危篤,だそうです。,きとく
three,yomi,人を,顧みる,いとまがない。,かえりみる
three,yomi,このテープは,粘着,力が強い。,ねんちゃく
three,yomi,,怪しい,男がうろうろしている。,あやしい
three,yomi,結婚式で,寿,を述べる。,ことぶき
three,yomi,兵士は自由を,束縛,されている。,そくばく
three,yomi,,純粋,に楽しみたい。,じゅんすい
three,yomi,,苗木,の周りの土を固める。,なえぎ
three,yomi,この国の,姫君,は美しい。,ひめぎみ
three,yomi,,湖畔,には多くのホテルがある。,こはん
three,yomi,,糖尿病,にかかってしまった。,とうにょうびょう
three,yomi,目を,凝らす,と見えてくる。,こらす
three,yomi,,修繕,作業に取り掛かる。,しゅうぜん
three,yomi,悪事を,企てる,。,くわだてる
three,yomi,計画の,概略,を説明する。,がいりゃく
three,yomi,世界的な大ヒット作が,本邦,初公開を迎えた。,ほんぽう
three,yomi,彼は学生にとても,敬慕,されている。,けいぼ
three,yomi,歴代の,藩主,に比べると劣る。,はんしゅ
three,yomi,,口内炎,が痛い。,こうないえん
three,yomi,,紛争,に巻き込まれた。,ふんそう
three,yomi,彼は,陪審,員を務めている。,ばいしん
three,yomi,私がお,相伴,させていただきます。,しょうばん
three,yomi,経済界の,重鎮,が動いた。,じゅうちん
three,yomi,昔はよく,鯨,を食べていた。,くじら
three,yomi,,該当,する生徒は出てきなさい。,がいとう
three,yomi,この辺は,滑り,やすいから気を付けて。,すべり
three,yomi,,帆柱,に登らないでください。,ほばしら
three,yomi,,名簿,に名前がないようです。,めいぼ
three,yomi,犯人に品物を,奪われ,た。,うばわれ
three,yomi,何かと,難癖,をつけたがる人だ。,なんくせ
three,yomi,新しい任地に,赴く,。,おもむく
three,yomi,,怪物,が現れた。,かいぶつ
three,yomi,,切符,を無くしてしまった。,きっぷ
three,yomi,歓迎会を,催す,。,もよおす
three,yomi,その病気は,潜伏,期間が長い。,せんぷく
three,yomi,牛肉より,豚肉,の方が好きです。,ぶたにく
three,yomi,南の島に,漂着,した。,ひょうちゃく
three,yomi,偉人をしのんで,記念碑,を建てる。,きねんひ
three,yomi,見事に仕事をやり,遂げる,。,とげる
three,yomi,そんな,卑屈,な精神ではいけません。,ひくつ
three,yomi,,精巧,な細工だ。,せいこう
three,yomi,,豊潤,な土地を利用する。,ほうじゅん
three,yomi,私は,老婆心,から言っているのです。,ろうばしん
three,yomi,恥ずかしくて顔を,覆う,。,おおう
three,yomi,彼は,卓越,した技術を持っている。,たくえつ
three,yomi,寺社に金品を,奉納,する。,ほうのう
three,yomi,,芳香,剤を買ってきて。,ほうこう
three,yomi,地震で建物が,崩壊,した。,ほうかい
three,yomi,友人が,励まして,くれたおかげです。,はげまして
three,yomi,守備,妨害,でアウトになってしまった。,ぼうがい
three,yomi,首を,絞めて,窒息させる。,しめて
three,yomi,,官吏,として職についた。,かんり
three,yomi,,華やか,な生活を送る。,はなやか
three,yomi,空気の入れ過ぎでタイヤが,破裂,した。,はれつ
three,yomi,手を,擦り,むいた。,すり
three,yomi,友人に,誘われ,てパーティーへ行ってきた。,さそわれ
three,yomi,九分九,厘,これで間違いないだろう。,りん
three,yomi,かつては,鐘楼,がつられていた門だ。,しょうろう
three,yomi,娘が,嫁いで,いった。,とついで
three,yomi,有名なゲームの,廉価,版が発売された。,れんか
three,yomi,私たちの,邪魔,をしないでください。,じゃま
three,yomi,街頭でボランティアを,募る,。,つのる
three,yomi,突然の出来事に,動揺,してしまった。,どうよう
three,yomi,授業前に鉛筆を,削る,。,けずる
three,yomi,彼は,某,高校の教師だ。,ぼう
three,yomi,うちの会社は人材が,乏しい,。,とぼしい
three,yomi,現代社会への,警鐘,だ。,けいしょう
three,yomi,小川が,湾曲,している。,わんきょく
three,yomi,適度な,間隔,をあけて来てください。,かんかく
three,yomi,,幽霊,なんて信じません。,ゆうれい
three,yomi,今回の件はさすがに,擁護,できない。,ようご
three,yomi,,緩やか,な坂道になっている。,ゆるやか
three,yomi,彼女は社長,令嬢,だ。,れいじょう
three,yomi,,角膜,を移植する。,かくまく
three,yomi,彼の姿に,幻滅,した。,げんめつ
three,yomi,業務の改善を,施す,。,ほどこす
three,yomi,,殊更,につらく当たる。,ことさら
three,yomi,彼女には彼女なりの,魅力,がある。,みりょく
three,yomi,古くなった配線から,漏電,していたようだ。,ろうでん
three,yomi,布同士を,縫い,合わせる。,ぬい
three,yomi,,液晶,画面を割ってしまった。,えきしょう
three,yomi,現代は,飽食,の時代とも言われる。,ほうしょく
three,yomi,出掛ける直前になって,慌てる,。,あわてる
three,yomi,,又聞き,した情報なので定かではない。,またぎき
three,yomi,,墨,を買ってきてもらえませんか？,すみ
three,yomi,事業展開の,大綱,を示す。,たいこう
three,yomi,退任しようとしたコーチを,慰留,する。,いりゅう
three,yomi,決定前に委員会に,諮る,必要がある。,はかる
three,yomi,,抑揚,のない声で話す。,よくよう
three,yomi,怪しむこともなく,恐悦,している。,きょうえつ
three,yomi,,裸眼,では何も見えない。,らがん
three,yomi,バナナを一,房,食べてしまった。,ふさ
three,yomi,なかなか,粋,なはからいですな。,いき
three,yomi,,膨大,な仕事量を確実にこなす。,ぼうだい
three,yomi,飲み過ぎて,酔って,しまった。,よって
three,yomi,後顧の,憂い,がない。,うれい
three,yomi,,廊下,は走ってはいけません。,ろうか
three,yomi,趣味は,将棋,です。,しょうぎ
three,yomi,向こう岸に橋を,架ける,。,かける
three,yomi,外は,凍える,ほど寒い。,こごえる
three,yomi,彼は,心憎い,ほどにうまいことを言う。,こころにくい
three,yomi,不要なチケットを現金に,換える,。,かえる
three,yomi,,恩赦,を与える。,おんしゃ
three,yomi,この町は古くから,炭鉱,がありにぎわっていた。,たんこう
three,yomi,彼女を,雇用,します。,こよう
three,yomi,期待した分、,落胆,も大きい。,らくたん
three,yomi,彼はチームの,主軸,を担う。,しゅじく
three,yomi,,犠打,による得点で勝ち越した。,ぎだ
three,yomi,向こうの人が,凝視,してきている。,ぎょうし
three,yomi,彼のここまでの,軌跡,をたどってみよう。,きせき
three,yomi,,疾風,のごとく去って行った。,しっぷう
three,yomi,帯を,締めて,ください。,しめて
three,yomi,体格が小さくても,胃袋,が大きい。,いぶくろ
three,yomi,彼の小説は,佳作,に選ばれた。,かさく
three,yomi,子供の,胎動,を感じた。,たいどう
three,yomi,酒を飲んで,気炎,を掲げる。,きえん
three,yomi,大勢の前に立つと,緊張,する。,きんちょう
three,yomi,健康には幸福が,肝要,だ。,かんよう
three,yomi,幼い時に,虐待,を受けていた。,ぎゃくたい
three,yomi,教授の,校閲,を経る。,こうえつ
three,yomi,仕事が失敗して,焦燥,する。,しょうそう
three,yomi,型に入れて,鋳る,。,いる
three,yomi,作業が,滞る,。,とどこおる
three,yomi,工芸において,名匠,として知られている。,めいしょう
three,yomi,努力を,怠った,結果だ。,おこたった
three,yomi,,稲穂,が風になびいている。,いなほ
three,yomi,本人たちの,互譲,により解決を図る。,ごじょう
three,yomi,見る見るうちに,衰弱,してしまった。,すいじゃく
three,yomi,,一貫,して否定してきた。,いっかん
three,yomi,若者の,偶像,となる。,ぐうぞう
three,yomi,進行が,円滑,に進めばいいな。,えんかつ
three,yomi,三人,掛かり,で押さえつけた。,がかり
three,yomi,犯人に,手錠,をかける。,てじょう
three,yomi,,骨髄,移植を受ける。,こつずい
three,yomi,空気が悪いので,換気,する。,かんき
three,yomi,何の,変哲,もないただの箱だ。,へんてつ
three,yomi,珍しい鳥を,撮影,する。,さつえい
three,yomi,城の,外郭,に沿って歩く。,がいかく
three,yomi,外界から,隔絶,された場所だ。,かくぜつ
three,yomi,富士山は,霊峰,とも呼ばれる。,れいほう
three,yomi,英語の,基礎,からやり直す。,きそ
three,yomi,手の,甲,を出してください。,こう
three,yomi,,彫り,の深い顔立ちだ。,ほり
three,yomi,彼の不安を,一掃,する。,いっそう
three,yomi,こんな記事が,掲載,されるなんて。,けいさい
three,yomi,適当な,措置,をとる。,そち
three,yomi,知性が,欠如,している。,けつじょ
three,yomi,この土地の一部が,陵墓,参考地に指定される。,りょうぼ
three,yomi,工事は来月から,実施,する。,じっし
three,yomi,不要な資料を,破棄,する。,はき
three,yomi,いくら,悔やんで,もしょうがない。,くやんで
three,yomi,,孤島,に取り残される。,ことう
three,yomi,皆の,憩い,の場となっている。,いこい
three,yomi,一次試験が,免除,となっている。,めんじょ
three,yomi,彼は,慈悲,深い人だ。,じひ
three,yomi,,潜在,する能力を引き出したい。,せんざい
three,yomi,有名な,工房,を見学する。,こうぼう
three,yomi,私から見ても,無謀,な試みに思えた。,むぼう
three,yomi,なんとも,冗漫,な文章だ。,じょうまん
three,yomi,株主総会を,開催,します。,かいさい
three,yomi,戦後の,耐乏,生活の経験が生きる。,たいぼう
three,yomi,,拘置所,内でトラブルが起きる。,こうちしょ
three,yomi,,墳墓,に眠る人の身元は判明していない。,ふんぼ
three,yomi,黒いねこが横切ると,不吉,だ。,ふきつ
three,yomi,旅行先でついつい,浪費,してしまう。,ろうひ
three,yomi,上部が,弧状,になっている。,こじょう
three,yomi,私と,契約,してください。,けいやく
three,yomi,空気には,窒素,が含まれている。,ちっそ
three,yomi,苦手な食べ物を,克服,する。,こくふく
three,yomi,金属の,精錬,方法を学ぶ。,せいれん
three,yomi,この学校は,濃紺,の制服を採用している。,のうこん
three,yomi,バイトを,募集,する。,ぼしゅう
three,yomi,,痛恨,の極みである。,つうこん
three,yomi,やけに,殊勝,なことをいう。,しゅしょう
three,yomi,より,豪華,な装飾を付ける。,ごうか
